REG;Région;DEP;CODARR;CODCAN;CODCOM;COM;Commune;PMUN;PCAP;PTOT;D1_Etablissements_de_sante_humaine;D2_Equipements_medico_paramedicaux;D3_Structures_de_sante_publique;D4_Actions_sociales;D5_Hebergements_sociaux;D6_Equipements_educatifs_sportifs;D7_Autres_equipements;DENS;nb_equipements_total;D1_Etablissements_de_sante_humaine_1000;D2_Equipements_medico_paramedicaux_1000;D3_Structures_de_sante_publique_1000;D4_Actions_sociales_1000;D5_Hebergements_sociaux_1000;D6_Equipements_educatifs_sportifs_1000;D7_Autres_equipements_1000
84;Auvergne-Rhône-Alpes;1;1;1;4;1004;Ambérieu-en-Bugey;14854;386;15240;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;1;4;3;33;1033;Valserhône;16295;316;16611;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;1;3;9;143;1143;Divonne-les-Bains;10137;216;10353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;1;3;19;160;1160;Ferney-Voltaire;10920;173;11093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;1;3;9;173;1173;Gex;13078;313;13391;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;1;2;13;249;1249;Miribel;10225;150;10375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;1;3;19;354;1354;Saint-Genis-Pouilly;14558;206;14764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;Hauts-de-France;2;1;2;168;2168;Château-Thierry;15204;309;15513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;Hauts-de-France;2;2;3;173;2173;Chauny;11496;403;11899;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;Hauts-de-France;2;2;18;738;2738;Tergnier;13431;215;13646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;Hauts-de-France;2;4;21;810;2810;Villers-Cotterêts;10454;415;10869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;3;3;4;95;3095;Cusset;12909;462;13371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;3;2;98;190;3190;Moulins;19343;526;19869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;3;2;19;321;3321;Yzeure;12598;524;13122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;4;3;98;70;4070;Digne-les-Bains;17192;932;18124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;5;1;98;23;5023;Briançon;10561;314;10875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;2;4;12;6012;Beausoleil;12674;122;12796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;1;17;33;6033;Carros;13277;142;13419;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;1;12;84;6084;Mouans-Sartoux;10531;189;10720;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;1;9;85;6085;Mougins;19677;432;20109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;2;14;104;6104;Roquebrune-Cap-Martin;12371;164;12535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;2;21;149;6149;La Trinité;10276;68;10344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;1;25;152;6152;Valbonne;12754;410;13164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;1;26;157;6157;Vence;19415;263;19678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Provence-Alpes-Côte d'Azur;6;1;27;161;6161;Villeneuve-Loubet;16779;216;16995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;7;3;98;10;7010;Annonay;16873;566;17439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;7;1;99;19;7019;Aubenas;12360;780;13140;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;7;3;7;102;7102;Guilherand-Granges;11203;186;11389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Auvergne-Rhône-Alpes;7;3;14;324;7324;Tournon-sur-Rhône;11191;578;11769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;Grand Est;8;3;99;409;8409;Sedan;16608;333;16941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;Occitanie;9;2;99;225;9225;Pamiers;16394;513;16907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;Grand Est;10;3;14;81;10081;La Chapelle-Saint-Luc;12299;75;12374;2.0;46.0;10.0;4.0;3.0;7.0;3.0;1;75;0.16;3.72;0.81;0.32;0.24;0.57;0.24
44;Grand Est;10;2;9;323;10323;Romilly-sur-Seine;14766;315;15081;13.0;82.0;10.0;6.0;1.0;4.0;3.0;2;119;0.86;5.44;0.66;0.4;0.07;0.27;0.2
44;Grand Est;10;3;10;333;10333;Saint-André-les-Vergers;12775;177;12952;3.0;69.0;4.0;4.0;1.0;3.0;1.0;1;85;0.23;5.33;0.31;0.31;0.08;0.23;0.08
44;Grand Est;10;3;13;362;10362;Sainte-Savine;10515;340;10855;1.0;60.0;7.0;2.0;1.0;6.0;1.0;1;78;0.09;5.53;0.64;0.18;0.09;0.55;0.09
76;Occitanie;11;1;5;76;11076;Castelnaudary;12448;526;12974;13.0;124.0;10.0;6.0;1.0;4.0;2.0;2;160;1.0;9.56;0.77;0.46;0.08;0.31;0.15
76;Occitanie;11;3;8;203;11203;Lézignan-Corbières;10952;215;11167;9.0;120.0;6.0;7.0;1.0;8.0;1.0;2;152;0.81;10.75;0.54;0.63;0.09;0.72;0.09
76;Occitanie;11;2;9;206;11206;Limoux;10302;448;10750;14.0;140.0;8.0;6.0;2.0;12.0;4.0;3;186;1.3;13.02;0.74;0.56;0.19;1.12;0.37
76;Occitanie;12;2;18;176;12176;Onet-le-Château;11873;595;12468;1.0;52.0;6.0;1.0;2.0;3.0;5.0;2;70;0.08;4.17;0.48;0.08;0.16;0.24;0.4
76;Occitanie;12;3;22;300;12300;Villefranche-de-Rouergue;11720;487;12207;15.0;100.0;7.0;8.0;2.0;7.0;4.0;3;143;1.23;8.19;0.57;0.66;0.16;0.57;0.33
93;Provence-Alpes-Côte d'Azur;13;3;3;7;13007;Auriol;12839;151;12990;1.0;114.0;6.0;4.0;2.0;3.0;0.0;4;130;0.08;8.78;0.46;0.31;0.15;0.23;0.0
93;Provence-Alpes-Côte d'Azur;13;4;6;14;13014;Berre-l'Étang;13912;71;13983;5.0;60.0;7.0;2.0;1.0;0.0;2.0;2;77;0.36;4.29;0.5;0.14;0.07;0.0;0.14
93;Provence-Alpes-Côte d'Azur;13;1;29;15;13015;Bouc-Bel-Air;15248;253;15501;3.0;133.0;10.0;2.0;4.0;7.0;0.0;4;159;0.19;8.58;0.65;0.13;0.26;0.45;0.0
93;Provence-Alpes-Côte d'Azur;13;1;29;19;13019;Cabriès;10070;329;10399;0.0;91.0;5.0;2.0;4.0;0.0;2.0;4;104;0.0;8.75;0.48;0.19;0.38;0.0;0.19
93;Provence-Alpes-Côte d'Azur;13;4;11;26;13026;Châteauneuf-les-Martigues;17909;77;17986;0.0;91.0;9.0;4.0;2.0;1.0;0.0;2;107;0.0;5.06;0.5;0.22;0.11;0.06;0.0
93;Provence-Alpes-Côte d'Azur;13;2;7;27;13027;Châteaurenard;16669;256;16925;3.0;118.0;7.0;5.0;1.0;3.0;0.0;2;137;0.18;6.97;0.41;0.3;0.06;0.18;0.0
93;Provence-Alpes-Côte d'Azur;13;4;10;39;13039;Fos-sur-Mer;15469;189;15658;1.0;75.0;8.0;3.0;3.0;1.0;0.0;2;91;0.06;4.79;0.51;0.19;0.19;0.06;0.0
93;Provence-Alpes-Côte d'Azur;13;1;28;40;13040;Fuveau;10115;200;10315;0.0;101.0;5.0;0.0;2.0;0.0;0.0;4;108;0.0;9.79;0.48;0.0;0.19;0.0;0.0
93;Provence-Alpes-Côte d'Azur;13;4;11;43;13043;Gignac-la-Nerthe;10083;96;10179;0.0;58.0;5.0;1.0;1.0;0.0;0.0;2;65;0.0;5.7;0.49;0.1;0.1;0.0;0.0
93;Provence-Alpes-Côte d'Azur;13;1;25;69;13069;Pélissanne;10554;243;10797;0.0;77.0;4.0;4.0;1.0;2.0;0.0;2;88;0.0;7.13;0.37;0.37;0.09;0.19;0.0
93;Provence-Alpes-Côte d'Azur;13;3;3;75;13075;Plan-de-Cuques;11396;87;11483;0.0;142.0;7.0;9.0;2.0;2.0;0.0;1;162;0.0;12.37;0.61;0.78;0.17;0.17;0.0
93;Provence-Alpes-Côte d'Azur;13;4;24;77;13077;Port-de-Bouc;16136;140;16276;4.0;248.0;13.0;3.0;4.0;1.0;3.0;1;276;0.25;15.24;0.8;0.18;0.25;0.06;0.18
93;Provence-Alpes-Côte d'Azur;13;4;6;81;13081;Rognac;12175;112;12287;1.0;89.0;4.0;3.0;1.0;3.0;1.0;4;102;0.08;7.24;0.33;0.24;0.08;0.24;0.08
93;Provence-Alpes-Côte d'Azur;13;2;27;97;13097;Saint-Martin-de-Crau;13729;298;14027;2.0;77.0;7.0;2.0;3.0;2.0;1.0;2;94;0.14;5.49;0.5;0.14;0.21;0.14;0.07
93;Provence-Alpes-Côte d'Azur;13;3;9;106;13106;Septèmes-les-Vallons;11734;78;11812;0.0;85.0;8.0;2.0;2.0;2.0;1.0;1;100;0.0;7.2;0.68;0.17;0.17;0.17;0.08
93;Provence-Alpes-Côte d'Azur;13;2;7;108;13108;Tarascon;15423;139;15562;5.0;78.0;6.0;4.0;2.0;1.0;1.0;2;97;0.32;5.01;0.39;0.26;0.13;0.06;0.06
93;Provence-Alpes-Côte d'Azur;13;1;28;110;13110;Trets;10678;187;10865;4.0;101.0;5.0;4.0;2.0;1.0;0.0;2;117;0.37;9.3;0.46;0.37;0.18;0.09;0.0
93;Provence-Alpes-Côte d'Azur;13;3;14;216;13216;Marseille 16e Arrondissement;15487;90;15577;7.0;278.0;18.0;4.0;6.0;7.0;1.0;0;321;0.45;17.85;1.16;0.26;0.39;0.45;0.06
28;Normandie;14;1;2;47;14047;Bayeux;12775;333;13108;17.0;144.0;10.0;9.0;1.0;17.0;6.0;2;204;1.3;10.99;0.76;0.69;0.08;1.3;0.46
28;Normandie;14;2;16;341;14341;Ifs;11981;236;12217;4.0;50.0;6.0;3.0;1.0;13.0;7.0;1;84;0.33;4.09;0.49;0.25;0.08;1.06;0.57
28;Normandie;14;3;17;366;14366;Lisieux;19807;586;20393;17.0;166.0;16.0;11.0;3.0;16.0;10.0;2;239;0.83;8.14;0.78;0.54;0.15;0.78;0.49
28;Normandie;14;2;16;437;14437;Mondeville;10075;226;10301;0.0;52.0;6.0;3.0;2.0;6.0;4.0;1;73;0.0;5.05;0.58;0.29;0.19;0.58;0.39
28;Normandie;14;4;25;762;14762;Vire Normandie;17135;801;17936;14.0;105.0;10.0;10.0;2.0;15.0;2.0;2;158;0.78;5.85;0.56;0.56;0.11;0.84;0.11
75;Nouvelle-Aquitaine;16;2;99;102;16102;Cognac;18448;403;18851;10.0;117.0;13.0;10.0;4.0;12.0;5.0;2;171;0.53;6.21;0.69;0.53;0.21;0.64;0.27
75;Nouvelle-Aquitaine;17;2;17;306;17306;Royan;19029;539;19568;12.0;217.0;15.0;10.0;2.0;8.0;2.0;2;266;0.61;11.09;0.77;0.51;0.1;0.41;0.1
75;Nouvelle-Aquitaine;19;2;16;272;19272;Tulle;13992;661;14653;14.0;103.0;11.0;9.0;3.0;18.0;10.0;3;168;0.96;7.03;0.75;0.61;0.2;1.23;0.68
27;Bourgogne-Franche-Comté;21;2;6;166;21166;Chenôve;14445;167;14612;3.0;144.0;8.0;4.0;2.0;7.0;1.0;1;169;0.21;9.85;0.55;0.27;0.14;0.48;0.07
27;Bourgogne-Franche-Comté;21;2;7;171;21171;Chevigny-Saint-Sauveur;10944;214;11158;2.0;65.0;5.0;1.0;1.0;2.0;0.0;2;76;0.18;5.83;0.45;0.09;0.09;0.18;0.0
27;Bourgogne-Franche-Comté;21;2;23;617;21617;Talant;11894;213;12107;3.0;83.0;5.0;3.0;3.0;1.0;1.0;1;99;0.25;6.86;0.41;0.25;0.25;0.08;0.08
53;Bretagne;22;1;4;50;22050;Dinan;14675;556;15231;13.0;148.0;8.0;10.0;2.0;14.0;8.0;2;203;0.85;9.72;0.53;0.66;0.13;0.92;0.53
53;Bretagne;22;4;89;93;22093;Lamballe-Armor;16845;482;17327;9.0;126.0;11.0;6.0;2.0;10.0;3.0;5;167;0.52;7.27;0.63;0.35;0.12;0.58;0.17
53;Bretagne;22;4;18;187;22187;Plérin;14704;485;15189;4.0;183.0;7.0;4.0;4.0;15.0;2.0;4;219;0.26;12.05;0.46;0.26;0.26;0.99;0.13
53;Bretagne;22;4;21;215;22215;Ploufragan;11369;332;11701;1.0;47.0;6.0;4.0;2.0;7.0;1.0;1;68;0.09;4.02;0.51;0.34;0.17;0.6;0.09
75;Nouvelle-Aquitaine;23;2;99;96;23096;Guéret;12840;613;13453;18.0;133.0;11.0;4.0;2.0;14.0;10.0;2;192;1.34;9.89;0.82;0.3;0.15;1.04;0.74
75;Nouvelle-Aquitaine;24;3;7;53;24053;Boulazac Isle Manoire;10697;347;11044;0.0;50.0;3.0;1.0;2.0;4.0;1.0;5;61;0.0;4.53;0.27;0.09;0.18;0.36;0.09
27;Bourgogne-Franche-Comté;25;2;1;31;25031;Audincourt;13944;235;14179;2.0;77.0;13.0;4.0;3.0;3.0;2.0;1;104;0.14;5.43;0.92;0.28;0.21;0.21;0.14
27;Bourgogne-Franche-Comté;25;3;16;462;25462;Pontarlier;17849;867;18716;11.0;160.0;12.0;3.0;3.0;12.0;11.0;2;212;0.59;8.55;0.64;0.16;0.16;0.64;0.59
27;Bourgogne-Franche-Comté;25;2;19;580;25580;Valentigney;10765;191;10956;2.0;32.0;5.0;3.0;1.0;3.0;1.0;1;47;0.18;2.92;0.46;0.27;0.09;0.27;0.09
84;Auvergne-Rhône-Alpes;26;3;15;58;26058;Bourg-lès-Valence;19581;539;20120;1.0;78.0;8.0;3.0;3.0;7.0;4.0;1;104;0.05;3.88;0.4;0.15;0.15;0.35;0.2
84;Auvergne-Rhône-Alpes;26;2;14;235;26235;Pierrelatte;13799;257;14056;5.0;93.0;8.0;4.0;1.0;7.0;3.0;2;121;0.36;6.62;0.57;0.28;0.07;0.5;0.21
84;Auvergne-Rhône-Alpes;26;3;17;252;26252;Portes-lès-Valence;10422;161;10583;0.0;72.0;6.0;4.0;1.0;3.0;0.0;2;86;0.0;6.8;0.57;0.38;0.09;0.28;0.0
28;Normandie;27;1;13;284;27284;Gisors;11919;198;12117;9.0;81.0;7.0;6.0;4.0;6.0;2.0;2;115;0.74;6.68;0.58;0.5;0.33;0.5;0.17
28;Normandie;27;1;14;375;27375;Louviers;18350;374;18724;11.0;101.0;12.0;7.0;6.0;9.0;7.0;2;153;0.59;5.39;0.64;0.37;0.32;0.48;0.37
28;Normandie;27;1;21;701;27701;Val-de-Reuil;12647;283;12930;5.0;33.0;4.0;2.0;3.0;6.0;4.0;2;57;0.39;2.55;0.31;0.15;0.23;0.46;0.31
24;Centre-Val de Loire;28;2;7;88;28088;Châteaudun;12909;315;13224;9.0;68.0;7.0;8.0;2.0;13.0;7.0;3;114;0.68;5.14;0.53;0.6;0.15;0.98;0.53
24;Centre-Val de Loire;28;1;12;218;28218;Lucé;15602;180;15782;2.0;54.0;8.0;2.0;3.0;5.0;4.0;1;78;0.13;3.42;0.51;0.13;0.19;0.32;0.25
24;Centre-Val de Loire;28;1;6;229;28229;Mainvilliers;11057;236;11293;3.0;72.0;4.0;1.0;2.0;5.0;3.0;1;90;0.27;6.38;0.35;0.09;0.18;0.44;0.27
24;Centre-Val de Loire;28;3;8;404;28404;Vernouillet;12455;160;12615;3.0;36.0;4.0;5.0;4.0;10.0;2.0;2;64;0.24;2.85;0.32;0.4;0.32;0.79;0.16
53;Bretagne;29;4;10;46;29046;Douarnenez;14163;397;14560;9.0;148.0;11.0;9.0;1.0;8.0;1.0;3;187;0.62;10.16;0.76;0.62;0.07;0.55;0.07
53;Bretagne;29;4;11;58;29058;Fouesnant;10098;499;10597;0.0;90.0;3.0;3.0;1.0;3.0;0.0;3;100;0.0;8.49;0.28;0.28;0.09;0.28;0.0
53;Bretagne;29;1;12;75;29075;Guipavas;15460;363;15823;1.0;94.0;5.0;5.0;4.0;7.0;0.0;4;116;0.06;5.94;0.32;0.32;0.25;0.44;0.0
53;Bretagne;29;1;13;103;29103;Landerneau;16206;613;16819;8.0;148.0;9.0;5.0;1.0;11.0;2.0;2;184;0.48;8.8;0.54;0.3;0.06;0.65;0.12
53;Bretagne;29;3;17;151;29151;Morlaix;14903;467;15370;11.0;197.0;11.0;5.0;2.0;13.0;9.0;2;248;0.72;12.82;0.72;0.33;0.13;0.85;0.59
53;Bretagne;29;1;12;189;29189;Plougastel-Daoulas;13445;362;13807;0.0;95.0;4.0;4.0;2.0;4.0;1.0;4;110;0.0;6.88;0.29;0.29;0.14;0.29;0.07
53;Bretagne;29;1;3;212;29212;Plouzané;13473;274;13747;0.0;60.0;5.0;2.0;1.0;1.0;0.0;4;69;0.0;4.36;0.36;0.15;0.07;0.07;0.0
53;Bretagne;29;4;25;233;29233;Quimperlé;12313;469;12782;12.0;141.0;10.0;4.0;2.0;3.0;4.0;2;176;0.94;11.03;0.78;0.31;0.16;0.23;0.31
53;Bretagne;29;1;12;235;29235;Le Relecq-Kerhuon;11791;216;12007;0.0;83.0;5.0;3.0;2.0;4.0;0.0;2;97;0.0;6.91;0.42;0.25;0.17;0.33;0.0
94;Corse;2A;4;99;247;2A247;Porto-Vecchio;11229;153;11382;11.0;183.0;8.0;3.0;3.0;7.0;2.0;3;217;0.97;16.08;0.7;0.26;0.26;0.62;0.18
76;Occitanie;30;2;5;28;30028;Bagnols-sur-Cèze;18248;351;18599;17.0;162.0;18.0;7.0;2.0;17.0;6.0;2;229;0.91;8.71;0.97;0.38;0.11;0.91;0.32
76;Occitanie;30;2;6;32;30032;Beaucaire;15680;156;15836;5.0;86.0;8.0;5.0;2.0;3.0;0.0;2;109;0.32;5.43;0.51;0.32;0.13;0.19;0.0
76;Occitanie;30;2;14;202;30202;Pont-Saint-Esprit;10600;181;10781;3.0;84.0;7.0;3.0;1.0;7.0;1.0;2;106;0.28;7.79;0.65;0.28;0.09;0.65;0.09
76;Occitanie;30;2;19;258;30258;Saint-Gilles;14264;127;14391;0.0;97.0;9.0;1.0;2.0;1.0;0.0;2;110;0.0;6.74;0.63;0.07;0.14;0.07;0.0
76;Occitanie;30;2;21;341;30341;Vauvert;11774;103;11877;3.0;86.0;8.0;2.0;1.0;9.0;0.0;2;109;0.25;7.24;0.67;0.17;0.08;0.76;0.0
76;Occitanie;30;2;23;351;30351;Villeneuve-lès-Avignon;12617;350;12967;1.0;109.0;5.0;3.0;2.0;0.0;2.0;1;122;0.08;8.41;0.39;0.23;0.15;0.0;0.15
76;Occitanie;31;1;1;33;31033;Auterive;10126;133;10259;1.0;95.0;5.0;5.0;3.0;3.0;1.0;3;113;0.1;9.26;0.49;0.49;0.29;0.29;0.1
76;Occitanie;31;3;24;44;31044;Balma;17385;292;17677;2.0;204.0;7.0;6.0;7.0;6.0;2.0;1;234;0.11;11.54;0.4;0.34;0.4;0.34;0.11
76;Occitanie;31;3;4;113;31113;Castanet-Tolosan;14903;225;15128;1.0;157.0;8.0;4.0;2.0;5.0;1.0;2;178;0.07;10.38;0.53;0.26;0.13;0.33;0.07
76;Occitanie;31;3;5;116;31116;Castelginest;10876;119;10995;0.0;70.0;4.0;3.0;2.0;3.0;1.0;1;83;0.0;6.37;0.36;0.27;0.18;0.27;0.09
76;Occitanie;31;1;11;187;31187;Fonsorbes;12546;344;12890;0.0;67.0;6.0;1.0;3.0;3.0;1.0;2;81;0.0;5.2;0.47;0.08;0.23;0.23;0.08
76;Occitanie;31;3;11;424;31424;Plaisance-du-Touch;19944;376;20320;0.0;167.0;8.0;7.0;3.0;9.0;1.0;1;195;0.0;8.22;0.39;0.34;0.15;0.44;0.05
76;Occitanie;31;3;25;446;31446;Ramonville-Saint-Agne;14949;263;15212;4.0;168.0;6.0;6.0;8.0;15.0;0.0;1;207;0.26;11.04;0.39;0.39;0.53;0.99;0.0
76;Occitanie;31;2;14;483;31483;Saint-Gaudens;11613;558;12171;18.0;161.0;12.0;8.0;4.0;12.0;7.0;2;222;1.48;13.23;0.99;0.66;0.33;0.99;0.58
76;Occitanie;31;3;23;488;31488;Saint-Jean;11243;166;11409;6.0;206.0;5.0;3.0;2.0;4.0;2.0;1;228;0.53;18.06;0.44;0.26;0.18;0.35;0.18
76;Occitanie;31;3;4;506;31506;Saint-Orens-de-Gameville;13766;256;14022;3.0;161.0;9.0;3.0;3.0;6.0;1.0;2;186;0.21;11.48;0.64;0.21;0.21;0.43;0.07
76;Occitanie;31;3;23;561;31561;L'Union;12358;188;12546;1.0;166.0;7.0;5.0;5.0;1.0;0.0;1;185;0.08;13.23;0.56;0.4;0.4;0.08;0.0
76;Occitanie;31;3;26;588;31588;Villeneuve-Tolosane;10369;130;10499;1.0;63.0;5.0;3.0;2.0;3.0;1.0;1;78;0.1;6.0;0.48;0.29;0.19;0.29;0.1
75;Nouvelle-Aquitaine;33;2;26;3;33003;Ambarès-et-Lagrave;16798;165;16963;0.0;83.0;4.0;3.0;2.0;3.0;0.0;2;95;0.0;4.89;0.24;0.18;0.12;0.18;0.0
75;Nouvelle-Aquitaine;33;6;1;5;33005;Andernos-les-Bains;12472;274;12746;2.0;136.0;6.0;3.0;2.0;3.0;0.0;3;152;0.16;10.67;0.47;0.24;0.16;0.24;0.0
75;Nouvelle-Aquitaine;33;6;32;9;33009;Arcachon;11259;320;11579;3.0;209.0;12.0;6.0;3.0;0.0;2.0;4;235;0.26;18.05;1.04;0.52;0.26;0.0;0.17
75;Nouvelle-Aquitaine;33;6;1;51;33051;Biganos;11095;137;11232;3.0;181.0;7.0;4.0;2.0;5.0;0.0;2;202;0.27;16.11;0.62;0.36;0.18;0.45;0.0
75;Nouvelle-Aquitaine;33;2;25;56;33056;Blanquefort;16004;632;16636;4.0;126.0;6.0;2.0;5.0;4.0;2.0;1;149;0.24;7.57;0.36;0.12;0.3;0.24;0.12
75;Nouvelle-Aquitaine;33;2;23;122;33122;Cestas;16789;281;17070;2.0;172.0;7.0;6.0;4.0;2.0;0.0;4;193;0.12;10.08;0.41;0.35;0.23;0.12;0.0
75;Nouvelle-Aquitaine;33;2;9;167;33167;Floirac;17749;128;17877;2.0;231.0;8.0;3.0;3.0;1.0;0.0;1;248;0.11;12.92;0.45;0.17;0.17;0.06;0.0
75;Nouvelle-Aquitaine;33;2;18;200;33200;Le Haillan;11572;187;11759;1.0;69.0;5.0;1.0;5.0;0.0;0.0;1;81;0.09;5.87;0.43;0.09;0.43;0.0;0.0
75;Nouvelle-Aquitaine;33;2;8;238;33238;Léognan;10708;156;10864;2.0;88.0;4.0;4.0;1.0;2.0;1.0;4;102;0.18;8.1;0.37;0.37;0.09;0.18;0.09
75;Nouvelle-Aquitaine;33;6;14;284;33284;Mios;11469;190;11659;0.0;55.0;3.0;1.0;1.0;0.0;0.0;5;60;0.0;4.72;0.26;0.09;0.09;0.0;0.0
75;Nouvelle-Aquitaine;33;2;25;312;33312;Parempuyre;10142;102;10244;0.0;53.0;3.0;2.0;1.0;0.0;0.0;2;59;0.0;5.17;0.29;0.2;0.1;0.0;0.0
75;Nouvelle-Aquitaine;33;1;20;366;33366;Saint-André-de-Cubzac;12854;185;13039;2.0;143.0;4.0;2.0;1.0;0.0;0.0;2;152;0.15;10.97;0.31;0.15;0.08;0.0;0.0
75;Nouvelle-Aquitaine;33;2;26;433;33433;Saint-Loubès;10005;108;10113;0.0;63.0;3.0;4.0;1.0;2.0;0.0;4;73;0.0;6.23;0.3;0.4;0.1;0.2;0.0
75;Nouvelle-Aquitaine;33;2;28;519;33519;Le Taillan-Médoc;10727;155;10882;0.0;66.0;5.0;1.0;2.0;0.0;0.0;1;74;0.0;6.07;0.46;0.09;0.18;0.0;0.0
76;Occitanie;34;3;10;123;34123;Juvignac;12783;107;12890;0.0;129.0;6.0;3.0;1.0;4.0;0.0;4;143;0.0;10.01;0.47;0.23;0.08;0.31;0.0
76;Occitanie;34;3;10;129;34129;Lattes;17544;231;17775;1.0;232.0;8.0;7.0;5.0;7.0;1.0;1;261;0.06;13.05;0.45;0.39;0.28;0.39;0.06
76;Occitanie;34;3;13;154;34154;Mauguio;16596;194;16790;0.0;212.0;14.0;5.0;3.0;5.0;0.0;2;239;0.0;12.63;0.83;0.3;0.18;0.3;0.0
76;Occitanie;34;3;14;157;34157;Mèze;12664;170;12834;5.0;88.0;4.0;5.0;3.0;4.0;0.0;2;109;0.39;6.86;0.31;0.39;0.23;0.31;0.0
76;Occitanie;34;2;23;255;34255;Saint-Gély-du-Fesc;10537;273;10810;0.0;172.0;4.0;5.0;1.0;3.0;0.0;2;185;0.0;15.91;0.37;0.46;0.09;0.28;0.0
