CODGEO,LIBGEO,PMUN21,DENS,NB_Établissement_sante_court_sejour,NB_Établissement_sante_moyen_sejour,NB_Établissement_sante_long_sejour,NB_Établissement_psychiatrique,NB_Centre_lutte_cancer,NB_Urgences,NB_Maternite,NB_Centre_de_sante,NB_Structures_psychiatriques_en_ambulatoire,NB_Centre_medecine_preventive,NB_Dialyse,NB_Hospitalisation_a_domicile,NB_Maison_de_sante_pluridisciplinaire,NB_Laboratoire_d'analyses_et_de_biologie_medicale,NB_Ambulance,NB_Transfusion_sanguine,NB_Établissement_thermal,NB_Pharmacie,NB_Établissement_sante_court_sejour_par_1000h,NB_Établissement_sante_moyen_sejour_par_1000h,NB_Établissement_sante_long_sejour_par_1000h,NB_Établissement_psychiatrique_par_1000h,NB_Centre_lutte_cancer_par_1000h,NB_Urgences_par_1000h,NB_Maternite_par_1000h,NB_Centre_de_sante_par_1000h,NB_Structures_psychiatriques_en_ambulatoire_par_1000h,NB_Centre_medecine_preventive_par_1000h,NB_Dialyse_par_1000h,NB_Hospitalisation_a_domicile_par_1000h,NB_Maison_de_sante_pluridisciplinaire_par_1000h,NB_Laboratoire_d'analyses_et_de_biologie_medicale_par_1000h,NB_Ambulance_par_1000h,NB_Transfusion_sanguine_par_1000h,NB_Établissement_thermal_par_1000h,NB_Pharmacie_par_1000h,NB_EQUIP_SANTE_TOTAL,NB_EQUIP_SANTE_PAR_1000H,ECART_EQUIP_SANTE,DIVERSITE_EQUIP_SANTE
37109,Fondettes,10741,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09310120100549298,0.0,0.0,0.0,0.3724048040219719,5,0.46550600502746486,4,2
37156,Montlouis-sur-Loire,11048,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09051412020275162,0.0,0.0,0.0,0.2715423606082549,4,0.3620564808110065,3,2
37195,La Riche,10325,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09685230024213075,0.0,0.1937046004842615,0.0,0.0,0.0,0.1937046004842615,0.0,0.0,0.0,0.387409200968523,9,0.8716707021791767,4,4
37208,Saint-Avertin,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.3333333333333333,7,0.4666666666666667,5,3
37214,Saint-Cyr-sur-Loire,17004,1,1,0,1,1,0,2,0,0,0,0,1,0,0,2,1,0,0,5,0.058809691837214774,0.0,0.058809691837214774,0.058809691837214774,0.0,0.11761938367442955,0.0,0.0,0.0,0.0,0.058809691837214774,0.0,0.0,0.11761938367442955,0.058809691837214774,0.0,0.0,0.29404845918607386,14,0.8233356857210068,5,8
37233,Saint-Pierre-des-Corps,15909,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12571500408573763,0.0,0.0,0.0,0.0,0.0,0.12571500408573763,0.0,0.0,0.0,0.37714501225721286,10,0.6285750204286882,6,3
38085,Charvieu-Chavagneux,10280,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09727626459143969,0.0,0.0,0.0,0.0,0.0,0.19455252918287938,0.0,0.0,0.19455252918287938,5,0.48638132295719844,2,3
38193,L'Isle-d'Abeau,17206,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581192607230036,0.0,0.0,0.0,0.0581192607230036,0.0581192607230036,0.0,0.0,0.0,0.2324770428920144,7,0.4068348250610252,4,4
38229,Meylan,18573,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,3,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05384159801862919,0.05384159801862919,0.0,0.05384159801862919,0.0,0.0,0.10768319603725839,0.16152479405588757,0.0,0.0,0.37689118613040434,15,0.8076239702794379,7,6
38317,Le Pont-de-Claix,10805,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09254974548819991,0.09254974548819991,0.0,0.0,0.0,0.0,0.09254974548819991,0.0,0.0,0.0,0.37019898195279966,7,0.6478482184173994,4,4
38382,Saint-Égrève,16995,1,0,0,0,1,0,0,0,0,3,0,0,0,1,1,1,0,0,6,0.0,0.0,0.0,0.05884083553986467,0.0,0.0,0.0,0.0,0.17652250661959398,0.0,0.0,0.0,0.05884083553986467,0.05884083553986467,0.05884083553986467,0.0,0.0,0.35304501323918797,13,0.7649308620182407,6,6
38474,Sassenage,11660,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08576329331046312,0.0,0.0,0.0,0.0,0.08576329331046312,0.08576329331046312,0.0,0.0,0.34305317324185247,7,0.6003430531732419,4,4
38485,Seyssinet-Pariset,11753,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08508465923593976,0.0,0.0,0.0,0.0,0.08508465923593976,0.0,0.0,0.0,0.4254232961796988,7,0.5955926146515784,5,3
38553,Villefontaine,19083,2,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,4,0.0,0.0,0.0,0.052402662055232405,0.0,0.0,0.0,0.0,0.15720798616569723,0.0,0.0,0.0,0.052402662055232405,0.052402662055232405,0.0,0.0,0.0,0.20961064822092962,10,0.5240266205523241,4,5
39300,Lons-le-Saunier,17043,2,2,1,1,6,0,1,1,2,0,0,1,1,0,2,4,0,1,9,0.11735023176670774,0.05867511588335387,0.05867511588335387,0.35205069530012323,0.0,0.05867511588335387,0.05867511588335387,0.11735023176670774,0.0,0.0,0.05867511588335387,0.05867511588335387,0.0,0.11735023176670774,0.23470046353341548,0.0,0.05867511588335387,0.5280760429501848,32,1.8776037082673238,9,13
40046,Biscarrosse,14551,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.06872379905161158,0.0,0.0,0.06872379905161158,0.0,0.0,0.0,0.0,0.06872379905161158,0.06872379905161158,0.0,0.0,0.2748951962064463,8,0.5497903924128926,4,5
40279,Saint-Paul-lès-Dax,14317,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,5,0.0,0.06984703499336453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13969406998672906,0.13969406998672906,0.0,0.2095411049800936,0.34923517496682266,13,0.9080114549137388,5,5
40312,Tarnos,12920,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07739938080495357,0.0,0.0,0.0,0.30959752321981426,5,0.38699690402476783,4,2
41194,Romorantin-Lanthenay,18115,3,1,1,1,1,0,1,1,3,1,0,0,0,0,1,1,0,0,5,0.05520287054926856,0.05520287054926856,0.05520287054926856,0.05520287054926856,0.0,0.05520287054926856,0.05520287054926856,0.1656086116478057,0.05520287054926856,0.0,0.0,0.0,0.0,0.05520287054926856,0.05520287054926856,0.0,0.0,0.27601435274634284,17,0.9384487993375655,5,11
41269,Vendôme,15747,2,3,1,0,2,0,1,1,2,0,0,1,0,2,2,2,0,0,8,0.19051247856734618,0.06350415952244873,0.0,0.12700831904489746,0.0,0.06350415952244873,0.06350415952244873,0.12700831904489746,0.0,0.0,0.06350415952244873,0.0,0.12700831904489746,0.12700831904489746,0.12700831904489746,0.0,0.0,0.5080332761795898,25,1.587603988061218,8,11
42005,Andrézieux-Bouthéon,10187,2,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,3,0.0,0.0,0.0,0.09816432708353784,0.0,0.0,0.0,0.0,0.2944929812506135,0.0,0.0,0.0,0.0,0.09816432708353784,0.19632865416707568,0.0,0.0,0.2944929812506135,10,0.9816432708353784,3,5
42044,Le Chambon-Feugerolles,12066,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0.0,0.0828775070445881,0.0,0.0,0.0,0.0,0.0,0.0828775070445881,0.0,0.0,0.0,0.0,0.0,0.0828775070445881,0.0,0.0,0.0,0.41438753522294053,8,0.6630200563567048,5,4
42095,Firminy,17137,2,1,1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,0,11,0.05835327070082278,0.05835327070082278,0.05835327070082278,0.05835327070082278,0.0,0.05835327070082278,0.05835327070082278,0.11670654140164556,0.05835327070082278,0.0,0.0,0.0,0.0,0.11670654140164556,0.0,0.0,0.0,0.6418859777090505,22,1.283771955418101,11,10
42147,Montbrison,16064,2,2,1,0,3,0,1,1,2,3,0,0,0,0,1,1,0,0,6,0.12450199203187251,0.062250996015936255,0.0,0.18675298804780877,0.0,0.062250996015936255,0.062250996015936255,0.12450199203187251,0.18675298804780877,0.0,0.0,0.0,0.0,0.062250996015936255,0.062250996015936255,0.0,0.0,0.37350597609561753,21,1.3072709163346612,6,10
42184,Riorges,11045,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09053870529651425,0.0,0.0,0.0,0.0,0.09053870529651425,0.0,0.0,0.362154821186057,6,0.5432322317790855,4,3
42186,Rive-de-Gier,15214,2,0,1,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,6,0.0,0.06572893387669253,0.0,0.0,0.0,0.0,0.0,0.0,0.19718680163007754,0.0,0.0,0.0,0.0,0.13145786775338505,0.13145786775338505,0.0,0.0,0.3943736032601551,14,0.9202050742736952,6,5
42279,Saint-Just-Saint-Rambert,15419,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06485504896556196,0.06485504896556196,0.0,0.0,0.32427524482780984,7,0.45398534275893376,5,3
43157,Le Puy-en-Velay,18629,2,2,2,2,2,0,1,1,2,0,0,2,1,2,2,4,1,0,11,0.10735949326319179,0.10735949326319179,0.10735949326319179,0.10735949326319179,0.0,0.053679746631595894,0.053679746631595894,0.10735949326319179,0.0,0.0,0.10735949326319179,0.053679746631595894,0.10735949326319179,0.10735949326319179,0.21471898652638358,0.053679746631595894,0.0,0.590477212947555,35,1.8787911321058566,11,14
44003,Ancenis-Saint-Géréon,11099,3,1,1,1,0,0,2,1,2,2,0,1,0,0,1,1,0,0,4,0.09009820704567978,0.09009820704567978,0.09009820704567978,0.0,0.0,0.18019641409135956,0.09009820704567978,0.18019641409135956,0.18019641409135956,0.0,0.09009820704567978,0.0,0.0,0.09009820704567978,0.09009820704567978,0.0,0.0,0.3603928281827191,17,1.5316695197765564,4,11
44015,Blain,10187,3,0,0,1,2,0,0,0,0,1,0,0,0,1,1,2,0,0,2,0.0,0.0,0.09816432708353784,0.19632865416707568,0.0,0.0,0.0,0.0,0.09816432708353784,0.0,0.0,0.0,0.09816432708353784,0.09816432708353784,0.19632865416707568,0.0,0.0,0.19632865416707568,10,0.9816432708353784,2,7
44036,Châteaubriant,12189,3,2,1,1,2,0,1,1,1,1,0,1,0,0,1,1,0,0,5,0.1640823693494134,0.0820411846747067,0.0820411846747067,0.1640823693494134,0.0,0.0820411846747067,0.0820411846747067,0.0820411846747067,0.0820411846747067,0.0,0.0820411846747067,0.0,0.0,0.0820411846747067,0.0820411846747067,0.0,0.0,0.4102059233735335,18,1.4767413241447205,5,12
44055,La Baule-Escoublac,16468,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06072382803011902,0.0,0.0,0.12144765606023804,0.06072382803011902,0.0,0.0,0.48579062424095215,12,0.7286859363614282,8,4
44069,Guérande,16151,4,1,1,1,1,0,0,0,0,3,0,0,0,1,1,2,0,0,6,0.06191567085629373,0.06191567085629373,0.06191567085629373,0.06191567085629373,0.0,0.0,0.0,0.0,0.18574701256888118,0.0,0.0,0.0,0.06191567085629373,0.06191567085629373,0.12383134171258746,0.0,0.0,0.37149402513776236,17,1.0525664045569934,6,9
44129,Pontchâteau,11075,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0.0,0.09029345372460497,0.0,0.09029345372460497,0.0,0.0,0.0,0.0,0.09029345372460497,0.0,0.0,0.0,0.0,0.09029345372460497,0.09029345372460497,0.0,0.0,0.2708803611738149,8,0.7223476297968398,3,6
44131,Pornic,17910,3,1,1,1,0,0,0,0,2,1,0,0,0,1,1,1,0,0,6,0.05583472920156337,0.05583472920156337,0.05583472920156337,0.0,0.0,0.0,0.0,0.11166945840312674,0.05583472920156337,0.0,0.0,0.0,0.05583472920156337,0.05583472920156337,0.05583472920156337,0.0,0.0,0.33500837520938026,15,0.8375209380234506,6,9
44132,Pornichet,12121,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08250144377526607,0.0,0.0,0.0,0.33000577510106427,5,0.41250721887633035,4,2
44154,Saint-Brevin-les-Pins,14411,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06939143709666228,0.0,0.0,0.0,0.0,0.0,0.06939143709666228,0.06939143709666228,0.0,0.0,0.2775657483866491,7,0.48574005967663586,4,4
44172,Sainte-Luce-sur-Loire,15527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1288078830424422,0.0644039415212211,0.0,0.0,0.2576157660848844,7,0.4508275906485477,4,3
44204,Thouaré-sur-Loire,10783,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09273856997125104,0.09273856997125104,0.0,0.0,0.0,0.2782157099137531,5,0.46369284985625525,3,3
44209,Treillières,10230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09775171065493646,0.0,0.0,0.19550342130987292,3,0.2932551319648094,2,2
45004,Amilly,13267,4,1,2,2,1,0,1,1,0,0,0,1,0,0,1,1,0,0,3,0.07537499057812617,0.15074998115625235,0.15074998115625235,0.07537499057812617,0.0,0.07537499057812617,0.07537499057812617,0.0,0.0,0.0,0.07537499057812617,0.0,0.0,0.07537499057812617,0.07537499057812617,0.0,0.0,0.22612497173437854,14,1.0552498680937665,3,10
45068,Châlette-sur-Loing,12728,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07856693903205532,0.0,0.0,0.0,0.0,0.0,0.0,0.07856693903205532,0.0,0.0,0.4714016341923319,8,0.6285355122564426,6,3
45075,La Chapelle-Saint-Mesmin,10218,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,3,0.0,0.09786651008025055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09786651008025055,0.09786651008025055,0.09786651008025055,0.1957330201605011,0.0,0.0,0.2935995302407516,9,0.8807985907222549,3,6
45155,Gien,13387,3,2,2,0,1,0,1,1,0,0,0,1,0,1,1,3,0,0,4,0.14939867035183388,0.14939867035183388,0.0,0.07469933517591694,0.0,0.07469933517591694,0.07469933517591694,0.0,0.0,0.0,0.07469933517591694,0.0,0.07469933517591694,0.07469933517591694,0.2240980055277508,0.0,0.0,0.29879734070366776,17,1.269888697990588,4,10
45208,Montargis,15061,2,1,1,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,7,0.06639665360865812,0.06639665360865812,0.0,0.0,0.0,0.0,0.0,0.13279330721731625,0.0,0.0,0.0,0.0,0.0,0.19918996082597437,0.13279330721731625,0.0,0.0,0.46477657526060684,16,1.06234645773853,7,6
45285,Saint-Jean-de-la-Ruelle,16594,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060262745570688205,0.060262745570688205,0.0,0.060262745570688205,0.0,0.4218392189948174,10,0.6026274557068819,7,4
45302,Saran,16679,4,2,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,5,0.11991126566340908,0.11991126566340908,0.05995563283170454,0.0,0.0,0.05995563283170454,0.05995563283170454,0.0,0.0,0.0,0.05995563283170454,0.0,0.0,0.05995563283170454,0.05995563283170454,0.0,0.0,0.2997781641585227,15,0.8993344924755681,5,9
47157,Marmande,17239,2,1,0,0,2,0,1,1,1,1,0,1,0,1,2,2,0,0,6,0.05800800510470445,0.0,0.0,0.1160160102094089,0.0,0.05800800510470445,0.05800800510470445,0.05800800510470445,0.05800800510470445,0.0,0.05800800510470445,0.0,0.05800800510470445,0.1160160102094089,0.1160160102094089,0.0,0.0,0.3480480306282267,19,1.1021520969893845,6,11
48095,Mende,12316,3,1,1,1,4,0,1,1,2,5,0,1,1,1,1,4,0,0,5,0.08119519324455991,0.08119519324455991,0.08119519324455991,0.32478077297823965,0.0,0.08119519324455991,0.08119519324455991,0.16239038648911983,0.40597596622279963,0.0,0.08119519324455991,0.08119519324455991,0.08119519324455991,0.08119519324455991,0.32478077297823965,0.0,0.0,0.40597596622279963,29,2.354660604092238,5,14
49015,Avrillé,14938,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0.0,0.0,0.0,0.13388673182487615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06694336591243807,0.06694336591243807,0.0,0.0,0.0,0.2677734636497523,8,0.5355469272995046,4,4
49018,Baugé-en-Anjou,11757,6,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0.0,0.08505571149102663,0.0,0.08505571149102663,0.0,0.0,0.0,0.0,0.08505571149102663,0.0,0.0,0.0,0.08505571149102663,0.08505571149102663,0.08505571149102663,0.0,0.0,0.17011142298205326,8,0.680445691928213,2,7
49050,Brissac Loire Aubance,10895,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09178522257916476,0.09178522257916476,0.0,0.0,0.18357044515832951,4,0.36714089031665903,2,3
49069,Orée d'Anjou,16709,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05984798611526722,0.0,0.0,0.0,0.0,0.29923993057633613,6,0.35908791669160334,5,2
49125,Doué-en-Anjou,11228,3,1,2,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,3,0.08906305664410402,0.17812611328820804,0.0,0.08906305664410402,0.0,0.0,0.0,0.08906305664410402,0.08906305664410402,0.0,0.0,0.08906305664410402,0.08906305664410402,0.08906305664410402,0.08906305664410402,0.0,0.0,0.26718916993231207,13,1.1578197363733522,3,10
49218,Montrevault-sur-Èvre,15755,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0.0,0.06347191367819739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06347191367819739,0.0,0.12694382735639478,0.0,0.0,0.25388765471278957,8,0.5077753094255791,4,4
49244,Mauges-sur-Loire,18331,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10910479515574709,0.0,0.0,0.0,0.0,0.10910479515574709,0.0,0.10910479515574709,0.0,0.0,0.3273143854672413,12,0.6546287709344826,6,4
49246,Les Ponts-de-Cé,12725,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.07858546168958742,0.0,0.0,0.0,0.15717092337917485,0.0,0.0,0.0,0.0,0.0,0.07858546168958742,0.0,0.0,0.0,0.2357563850687623,7,0.550098231827112,3,4
49307,Loire-Authion,16416,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12183235867446393,0.0,0.0,0.30458089668615984,7,0.42641325536062374,5,2
49331,Segré-en-Anjou Bleu,17699,5,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,7,0.05650036725238714,0.05650036725238714,0.0,0.05650036725238714,0.0,0.0,0.0,0.0,0.05650036725238714,0.0,0.0,0.0,0.05650036725238714,0.05650036725238714,0.05650036725238714,0.0,0.0,0.39550257076670997,14,0.7910051415334199,7,8
49353,Trélazé,15358,1,3,3,0,1,0,0,0,1,1,0,1,0,0,2,2,0,0,4,0.19533793462690452,0.19533793462690452,0.0,0.06511264487563485,0.0,0.0,0.0,0.06511264487563485,0.06511264487563485,0.0,0.06511264487563485,0.0,0.0,0.1302252897512697,0.1302252897512697,0.0,0.0,0.2604505795025394,18,1.1720276077614273,4,9
50025,Avranches,10240,2,2,2,1,3,0,1,1,2,4,1,1,1,0,1,1,0,0,4,0.1953125,0.1953125,0.09765625,0.29296875,0.0,0.09765625,0.09765625,0.1953125,0.390625,0.09765625,0.09765625,0.09765625,0.0,0.09765625,0.09765625,0.0,0.0,0.390625,25,2.44140625,4,14
50041,La Hague,11223,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08910273545397844,0.08910273545397844,0.0,0.0,0.17820547090795688,4,0.35641094181591376,2,3
50099,Carentan-les-Marais,10220,3,1,1,0,1,0,0,0,0,2,0,0,0,1,1,2,0,0,4,0.09784735812133073,0.09784735812133073,0.0,0.09784735812133073,0.0,0.0,0.0,0.0,0.19569471624266147,0.0,0.0,0.0,0.09784735812133073,0.09784735812133073,0.19569471624266147,0.0,0.0,0.39138943248532293,13,1.2720156555772995,4,8
50218,Granville,12581,2,1,3,1,1,0,1,0,1,3,0,0,0,2,1,1,0,0,6,0.07948493760432397,0.23845481281297193,0.07948493760432397,0.07948493760432397,0.0,0.07948493760432397,0.0,0.07948493760432397,0.23845481281297193,0.0,0.0,0.0,0.15896987520864794,0.07948493760432397,0.07948493760432397,0.0,0.0,0.47690962562594386,21,1.6691836896908037,6,11
50502,Saint-Lô,19373,2,2,2,1,5,0,1,1,0,8,3,1,1,0,1,4,1,0,9,0.10323646311877355,0.10323646311877355,0.051618231559386774,0.25809115779693387,0.0,0.051618231559386774,0.051618231559386774,0.0,0.4129458524750942,0.15485469467816032,0.051618231559386774,0.051618231559386774,0.0,0.051618231559386774,0.2064729262375471,0.051618231559386774,0.0,0.46456408403448096,40,2.064729262375471,9,14
51573,Tinqueux,10552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09476876421531463,0.0,0.0,0.0,0.37907505686125853,5,0.47384382107657314,4,2
51649,Vitry-le-François,11454,2,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,6,0.08730574471800244,0.08730574471800244,0.0,0.08730574471800244,0.0,0.08730574471800244,0.0,0.08730574471800244,0.08730574471800244,0.0,0.0,0.08730574471800244,0.0,0.08730574471800244,0.08730574471800244,0.0,0.0,0.5238344683080147,15,1.3095861707700367,6,10
53062,Château-Gontier-sur-Mayenne,16710,2,1,1,1,1,0,1,1,1,1,0,1,0,2,1,4,0,0,7,0.059844404548174746,0.059844404548174746,0.059844404548174746,0.059844404548174746,0.0,0.059844404548174746,0.059844404548174746,0.059844404548174746,0.059844404548174746,0.0,0.059844404548174746,0.0,0.11968880909634949,0.059844404548174746,0.23937761819269898,0.0,0.0,0.4189108318372232,23,1.3764213046080191,7,13
53147,Mayenne,12900,2,1,1,1,2,0,1,1,0,2,0,1,0,1,1,2,0,0,4,0.07751937984496124,0.07751937984496124,0.07751937984496124,0.15503875968992248,0.0,0.07751937984496124,0.07751937984496124,0.0,0.15503875968992248,0.0,0.07751937984496124,0.0,0.07751937984496124,0.07751937984496124,0.15503875968992248,0.0,0.0,0.31007751937984496,18,1.3953488372093024,4,12
54304,Laxou,14671,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0.0,0.0,0.0,0.06816167950378296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06816167950378296,0.06816167950378296,0.0,0.0,0.4771317565264808,10,0.6816167950378298,7,4
54323,Longwy,15191,2,0,0,0,1,0,0,0,2,0,0,0,0,1,2,2,0,0,6,0.0,0.0,0.0,0.06582845105654664,0.0,0.0,0.0,0.13165690211309328,0.0,0.0,0.0,0.0,0.06582845105654664,0.13165690211309328,0.13165690211309328,0.0,0.0,0.39497070633927983,14,0.921598314791653,6,6
54329,Lunéville,17755,2,2,0,1,2,0,1,1,1,4,0,1,1,0,4,2,0,0,10,0.11264432554210081,0.0,0.056322162771050406,0.11264432554210081,0.0,0.056322162771050406,0.056322162771050406,0.056322162771050406,0.22528865108420162,0.0,0.056322162771050406,0.056322162771050406,0.0,0.22528865108420162,0.11264432554210081,0.0,0.0,0.5632216277105041,30,1.6896648831315122,10,12
54431,Pont-à-Mousson,14338,2,1,1,0,2,0,1,0,0,1,0,0,0,1,3,1,0,0,6,0.06974473427256242,0.06974473427256242,0.0,0.13948946854512484,0.0,0.06974473427256242,0.0,0.0,0.06974473427256242,0.0,0.0,0.0,0.06974473427256242,0.20923420281768726,0.06974473427256242,0.0,0.0,0.4184684056353745,17,1.1856604826335613,6,9
54482,Saint-Max,10073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09927529038022435,0.09927529038022435,0.0,0.0,0.49637645190112184,7,0.6949270326615705,5,3
54528,Toul,15849,2,1,1,1,2,0,1,1,0,0,0,0,0,0,3,1,0,0,7,0.06309546343617893,0.06309546343617893,0.06309546343617893,0.12619092687235786,0.0,0.06309546343617893,0.06309546343617893,0.0,0.0,0.0,0.0,0.0,0.0,0.1892863903085368,0.06309546343617893,0.0,0.0,0.44166824405325256,18,1.135718341851221,7,9
54578,Villers-lès-Nancy,14761,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06774608766343744,0.0,0.0,0.0,0.0,0.0,0.06774608766343744,0.06774608766343744,0.0,0.0,0.4064765259806246,9,0.6097147889709369,6,4
54580,Villerupt,10069,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0993147283742179,0.0,0.0,0.0,0.0,0.0,0.0993147283742179,0.0993147283742179,0.0,0.0,0.49657364187108954,8,0.7945178269937432,5,4
